category	dataset	image	filename	tp_volume	fp_volume	fn_volume	tp_length	fp_length	fn_length	tp_count	fp_count	fn_count	distance	Unnamed: 0	Dice	Dice_time	cbDice	cbDice_time	clDice	clDice_time	ccDice_0	ccDice_0_time	ccDice_1	ccDice_1_time	Betti_error_0	Betti_error_1	Betti_error_time	Betti_matching_0	Betti_matching_1	Betti_matching_time
missing_branch	Minivess	img_0	pred_18.png	16044.0	0.0	47223.0	1282.0	0.0	1727.0	28.0	0.0	36.0			0.4045844838673071	0.0003304481506347	0.6408974414252666	0.0403847694396972	0.5975297133535307	0.0158040523529052	0.9545454545454546	0.2122063636779785	1.0	0.0046284198760986	0	0	0.0051696300506591	0.0	0.0	13.59544801712036
missing_branch	Minivess	img_0	pred_19.png	6708.0	0.0	56559.0	867.0	0.0	2142.0	27.0	0.0	37.0			0.1917256162915327	0.0003297328948974	0.6055395376264239	0.0361297130584716	0.4473684210526315	0.0135605335235595	0.9545454545454546	0.208709716796875	1.0	0.0046164989471435	0	0	0.004953384399414	0.0	0.0	13.47318172454834
missing_branch	Minivess	img_2	gt.png	44722.0	0.0	0.0	2022.0	0.0	0.0	58.0	0.0	0.0			1.0	0.000303030014038	0.999999721488152	0.0367701053619384	1.0	0.0128810405731201	1.0	0.7362058162689209	1.0	0.004645824432373	0	0	0.0050890445709228	0.0	0.0	13.52574896812439
missing_branch	Minivess	img_1	gt.png	56469.0	0.0	0.0	2510.0	0.0	0.0	59.0	0.0	0.0			1.0	0.0003054141998291	0.9999997749772376	0.0391862392425537	1.0	0.0158014297485351	1.0	0.3125734329223633	1.0	0.00803804397583	0	0	0.0051436424255371	0.0	0.0	13.48041319847107
missing_branch	Minivess	img_1	pred_0.png	56258.0	0.0	211.0	2496.0	0.0	14.0	57.0	0.0	2.0			0.9981282212779548	0.0003197193145751	0.9964602713606122	0.0397560596466064	0.9972033559728326	0.0158202648162841	1.0	0.3179781436920166	1.0	0.0084526538848876	0	0	0.0053308010101318	0.0	0.0	13.506812334060667
missing_branch	Minivess	img_1	pred_1.png	55566.0	0.0	903.0	2440.0	0.0	70.0	55.0	0.0	4.0			0.9919400187441424	0.0003142356872558	0.9838928195383232	0.0388729572296142	0.985858585858586	0.0157306194305419	1.0	0.3083822727203369	1.0	0.0082719326019287	0	0	0.0052821636199951	0.0	0.0	13.52134084701538
missing_branch	Minivess	img_1	pred_2.png	55392.0	0.0	1077.0	2440.0	0.0	70.0	53.0	0.0	6.0			0.9903719795102852	0.0003271102905273	0.9829979966622736	0.0387399196624755	0.985858585858586	0.0158202648162841	1.0	0.306997537612915	1.0	0.0082433223724365	0	0	0.0052330493927001	0.0	0.0	13.43421745300293
missing_branch	Minivess	img_1	pred_3.png	55041.0	0.0	1428.0	2413.0	0.0	97.0	53.0	0.0	6.0			0.9871939736346516	0.0003256797790527	0.9763963415474785	0.0386507511138916	0.9802965671338614	0.0157351493835449	1.0	0.3079991340637207	1.0	0.0081837177276611	0	0	0.0051877498626708	0.0	0.0	13.540072441101074
missing_branch	Minivess	img_1	pred_4.png	54626.0	0.0	1843.0	2404.0	0.0	106.0	53.0	0.0	6.0			0.9834105945362076	0.0003333091735839	0.972915380136258	0.0388572216033935	0.9784289784289784	0.0160210132598876	1.0	0.3146615028381347	1.0	0.0082380771636962	0	0	0.005124807357788	0.0	0.0	13.408403396606444
missing_branch	Minivess	img_1	pred_5.png	43217.0	0.0	13252.0	2047.0	0.0	463.0	49.0	0.0	10.0			0.8670625764901791	0.0003149509429931	0.89414467599984	0.0384762287139892	0.8983980689049813	0.0154206752777099	1.0	0.3056385517120361	1.0	0.0083529949188232	0	0	0.0051681995391845	0.0	0.0	13.767651796340942
missing_branch	Minivess	img_1	pred_6.png	37112.0	0.0	19357.0	1872.0	0.0	638.0	47.0	0.0	12.0			0.7931524561609729	0.0003242492675781	0.8487519177296103	0.0383248329162597	0.854404381560931	0.0153093338012695	1.0	0.3110570907592773	1.0	0.0081920623779296	0	0	0.0050663948059082	0.0	0.0	13.419884204864502
missing_branch	Minivess	img_1	pred_7.png	32272.0	0.0	24197.0	1702.0	0.0	808.0	45.0	0.0	14.0			0.7273300954462988	0.000324010848999	0.8389702657728767	0.0374126434326171	0.8081671415004749	0.0143744945526123	1.0	0.3076629638671875	1.0	0.008249282836914	0	0	0.0050265789031982	0.0	0.0	13.522530794143677
